primary_key,address,neighborhood
3185,"R PADRE ABEL VARZIM, N. 5 D",CASAL DOS MACHADOS
3186,"R JOSE CARDOSO PIRES, N. 23",ALTA LISBOA SUL
3187,"TRAVESSA NOVA SANTOS, N. 38",PATRIMONIO DISPERSO
3188,"TRAVESSA POCO CIDADE, N. 54",PATRIMONIO DISPERSO
3189,"R RIO CORGO, LT. 34",PADRE CRUZ
3190,"R RIO VEZ, LT. 14",PADRE CRUZ
3191,"R PROF QUEIROZ VELOSO, LT. 262",TELHEIRAS NORTE
3192,"R TRES BAIRRO QUINTA JACINTO , LT. 3",JACINTO
3193,"R TOMAS DEL NEGRO, N. 6",ALTA LISBOA SUL
3194,"R JOAO AMARAL, LT. 22.2.17",ALTA LISBOA CENTRO
3195,"ALTO LONGO, N. 29",PATRIMONIO DISPERSO
3196,"R LUIS SA, N. 1",ALTA LISBOA CENTRO
3197,"R QUINTA JACINTO, LT. 15",JACINTO
3198,"R CAPITAO HENRIQUE GALVAO, LT. 1",PRESIDENTE CARMONA
3199,"R RIO CORGO, LT. 36",PADRE CRUZ
3200,"R RIO MIRA, LT. 33",PADRE CRUZ
3201,"R PADRE ABEL VARZIM, N. 7",CASAL DOS MACHADOS
3202,"R AMERICO JESUS FERNANDES, N. 18",AV BERLIM
3203,"R CAPITAO HENRIQUE GALVAO, LT. 3",PRESIDENTE CARMONA
3204,"R CAPITAO HENRIQUE GALVAO, LT. 5",PRESIDENTE CARMONA
3205,"R RAUL MESNIER PONSARD, N. 6",ALTO DO LUMIAR
3206,"R CAPITAO HENRIQUE GALVAO, LT. 25",PRESIDENTE CARMONA
3207,"AV MOUZINHO ALBUQUERQUE, N. 107",VALE SANTO ANTONIO
3208,"ESTRADA TELHEIRAS, N. 159 P",TELHEIRAS SUL
3209,"ESTRADA TELHEIRAS, N. 159 S",TELHEIRAS SUL
3210,"EST POCO CHAO, N. 38",CHARQUINHO
3211,"R CAPITAO HENRIQUE GALVAO, LT. 22",PRESIDENTE CARMONA
3212,"R CAPITAO HENRIQUE GALVAO, LT. 26",PRESIDENTE CARMONA
3213,"R FRANCISCO MIGUEL DUARTE, LT. EDIF. B",CALHAU
3214,"R DAMIAO PERES, LT. 100",TELHEIRAS NORTE
3215,"EST POCO CHAO, N. 46",CHARQUINHO
3216,"R PROF BARBOSA SUEIRO, N. 14",TELHEIRAS SUL
3217,"R FLOR SERRA, LT. 4",CALHAU
3218,"R FLOR SERRA, LT. 22",CALHAU
3219,"R DAMIAO PERES, LT. 104",TELHEIRAS NORTE
3220,"R DAMIAO PERES, LT. 124",TELHEIRAS NORTE
3221,"R DAMIAO PERES, LT. 128",TELHEIRAS NORTE
3222,"R DAMIAO PERES, LT. 142",TELHEIRAS NORTE
3223,"R PROF QUEIROZ VELOSO, N. 78",TELHEIRAS NORTE
3224,"R PROF VIRGINIA RAU, N. 5",TELHEIRAS SUL
3225,"R FLOR SERRA, LT. 30",CALHAU
3226,"R D FERNANDO MASCARENHAS, LT. 36",CALHAU
3227,"R RIO AGUEDA, LT. 35",PADRE CRUZ
3228,"R RIO TORGAL, LT. 38",PADRE CRUZ
3229,"R DAMIAO PERES, LT. 144",TELHEIRAS NORTE
3230,"R DAMIAO PERES, LT. 154",TELHEIRAS NORTE
3231,"R DAMIAO PERES, LT. 188",TELHEIRAS NORTE
3232,"R DAMIAO PERES, LT. 196",TELHEIRAS NORTE
3233,"BAIRRO QUINTA LAVADEIRAS, N. 16",QUINTA DAS LAVADEIRAS
3234,"CALCADA SAO VICENTE, N. 1",PATRIMONIO DISPERSO
3235,"R D FERNANDO MASCARENHAS, LT. 43",CALHAU
3236,"R VAGA LUMES, LT. 7",CARAMAO DA AJUDA
3237,"R RIO SABOR, LT. 82",PADRE CRUZ
3238,"R RIO COURA, LT. 7",PADRE CRUZ
3239,"R DAMIAO PERES, LT. 202",TELHEIRAS NORTE
3240,"R DAMIAO PERES, LT. 208",TELHEIRAS NORTE
3241,"R CLUBE ATLETICO RECREATIVO CARAMAO, LT. 8",CARAMAO DA AJUDA
3242,"R CHAMINES DEL REI, LT. 28",CARAMAO DA AJUDA
3243,"R RIO ZEZERE , LT. 3/4",PADRE CRUZ
3244,"BO DA BOAVISTA RUA 7, LT. 5 Bloco A",BOAVISTA
3245,"R DAMIAO PERES, LT. 238",TELHEIRAS NORTE
3246,"R DAMIAO PERES, LT. 244",TELHEIRAS NORTE
3247,"R RIO LIMA, LT. 32",PADRE CRUZ
3248,"R RIO AGUEDA, LT. 3",PADRE CRUZ
3249,"BECO ESPIRITO SANTO, N. 12",PATRIMONIO DISPERSO
3250,"BECO JASMIM (MOURARIA), N. 30",PATRIMONIO DISPERSO
3251,"R DAMIAO PERES, LT. 246",TELHEIRAS NORTE
3252,"R DAMIAO PERES, LT. 258",TELHEIRAS NORTE
3253,"BO DA BOAVISTA RUA 7, LT. 5 Bloco B",BOAVISTA
3254,"RUA SABINO SOUSA, N. 12",PATRIMONIO DISPERSO
3255,"BECO MEXIAS, N. 13",PATRIMONIO DISPERSO
3256,"CALCADA BOA HORA, N. 200",PATRIMONIO DISPERSO
3257,"R PROF QUEIROZ VELOSO, LT. 96",TELHEIRAS NORTE
3258,"R PROF QUEIROZ VELOSO, LT. 130",TELHEIRAS NORTE
3259,"R PROF QUEIROZ VELOSO, LT. 134",TELHEIRAS NORTE
3260,"R PROF QUEIROZ VELOSO, LT. 136",TELHEIRAS NORTE
3261,"R MERCA-TUDO, N. 2",PATRIMONIO DISPERSO
3262,"RUA OLIVEIRINHA, N. 26",PATRIMONIO DISPERSO
3263,"PATIO GASPAR 2 (RUA CAMPOLIDE 195), N. 6",PATRIMONIO DISPERSO
3264,"RUA AMENDOEIRA, N. 10",PATRIMONIO DISPERSO
3265,"R PROF QUEIROZ VELOSO, LT. 160",TELHEIRAS NORTE
3266,"R PROF QUEIROZ VELOSO, LT. 164",TELHEIRAS NORTE
3267,"R RAINHA D BRITES, N. 2",BOAVISTA
3268,"R RAINHA D BRITES, N. 6",BOAVISTA
3269,"R ENG CUNHA LEAL, N. 18",PATRIMONIO DISPERSO
3270,"R ENG CUNHA LEAL, N. 26",PATRIMONIO DISPERSO
3271,"R PROF QUEIROZ VELOSO, LT. 180",TELHEIRAS NORTE
3272,"R PROF QUEIROZ VELOSO, LT. 186",TELHEIRAS NORTE
3273,"R RIO GUADIANA, LT. 19",PADRE CRUZ
3274,"R DAS AMOREIRAS, N. 53",PATRIMONIO DISPERSO
3275,"R RIO CAIA, LT. 21",PADRE CRUZ
3276,"R RIO LIMA, LT. 19",PADRE CRUZ
3277,"R PROF QUEIROZ VELOSO, LT. 188",TELHEIRAS NORTE
3278,"R PROF QUEIROZ VELOSO, LT. 214",TELHEIRAS NORTE
3279,"R PROF QUEIROZ VELOSO, LT. 232",TELHEIRAS NORTE
3280,"R PROF QUEIROZ VELOSO, LT. 260",TELHEIRAS NORTE
3281,"AV VISCONDE VALMOR, N. 48",PATRIMONIO DISPERSO
3282,"R AMERICO DURAO, N. 7A",OLAIAS
3283,"R FERNANDO MAURICIO, N. 37",PATRIMONIO DISPERSO
3284,"R PENA MONTEIRO, N. 1",PATRIMONIO DISPERSO
3285,"R RIO COURA, LT. 53",PADRE CRUZ
3286,"R RIO TORGAL, LT. 22",PADRE CRUZ
3287,"R NORTE JUNIOR, LT. BL B 17 A",LOIOS
3288,"R CINCO BAIRRO QUINTA JACINTO , LT. 16",JACINTO
3289,"R ARMANDINHO, N. 4",ALFINETES
3290,"R ARMANDINHO, N. 6",ALFINETES
3291,"R CINCO BAIRRO QUINTA JACINTO , LT. 21",JACINTO
3292,"R CAPITAO HENRIQUE GALVAO, LT. 11",PRESIDENTE CARMONA
3293,"RUA TRINAS, N. 53",PATRIMONIO DISPERSO
3294,"R VALE FORMOSO CIMA, N. 154",PATRIMONIO DISPERSO
3295,"R RIO ALVA, LT. 32",PADRE CRUZ
3296,"R VASCO GAMA FERNANDES, N. 11 A",ALTA LISBOA CENTRO
3297,"R FANQUEIROS, N. 38",PATRIMONIO DISPERSO
3298,"R B PROJ A R ROGERIO MOURA, N. 6",ALTA LISBOA CENTRO
3299,"TRAVESSA NOVA SANTOS, N. 32",PATRIMONIO DISPERSO
3300,"TRAVESSA BRUNOS, N. 46",PATRIMONIO DISPERSO
3301,"R B PROJ A R ROGERIO MOURA, N. 1",ALTA LISBOA CENTRO
3302,"R B PROJ A R ROGERIO MOURA, N. 3",ALTA LISBOA CENTRO
3303,"R CAPITAO HENRIQUE GALVAO, LT. 13",PRESIDENTE CARMONA
3304,"R CAPITAO HENRIQUE GALVAO, LT. 15",PRESIDENTE CARMONA
3305,"R C PROJ A R ROGERIO MOURA, N. 6",ALTA LISBOA CENTRO
3306,"R C PROJ A R ROGERIO MOURA, N. 1",ALTA LISBOA CENTRO
3307,"R CAPITAO HENRIQUE GALVAO, LT. 17",PRESIDENTE CARMONA
3308,"BO DA BOAVISTA RUA 5, LT. 17",BOAVISTA
3309,"AV MOUZINHO ALBUQUERQUE, N. 103",VALE SANTO ANTONIO
3310,"AV MOUZINHO ALBUQUERQUE, N. 109",VALE SANTO ANTONIO
3311,"R D PROJ A R ROGERIO MOURA, N. 4",ALTA LISBOA CENTRO
3312,"R E PROJ A R ROGERIO MOURA, N. 6",ALTA LISBOA CENTRO
3313,"R RIO SABOR, LT. 25",PADRE CRUZ
3314,"R RIO TAMEGA, LT. 24",PADRE CRUZ
3315,"R CAPITAO HENRIQUE GALVAO, LT. 19",PRESIDENTE CARMONA
3316,"R CAPITAO HENRIQUE GALVAO, LT. 23",PRESIDENTE CARMONA
3317,"R FLOR SERRA, LT. 13",CALHAU
3318,"R FLOR SERRA, LT. 15",CALHAU
3319,"R FLOR SERRA, LT. 16",CALHAU
3320,"SITIO CALHAU, LT. 62",CALHAU
3321,"R E PROJ A R ROGERIO MOURA, N. 10",ALTA LISBOA CENTRO
3322,"R E PROJ A R ROGERIO MOURA, N. 12",ALTA LISBOA CENTRO
3323,"AV MOUZINHO ALBUQUERQUE, N. 105",VALE SANTO ANTONIO
3324,"RUA GUIOMAR TORRESAO, N. 59",CHARQUINHO
3325,"R RAUL PROENCA , LT. 60",CARAMAO DA AJUDA
3326,"R CLUBE ATLETICO RECREATIVO CARAMAO, LT. 47",CARAMAO DA AJUDA
3327,"R CHAMINES DEL REI, LT. 12",CARAMAO DA AJUDA
3328,"ALTO LONGO, N. 48",PATRIMONIO DISPERSO
3329,"RUA GUIOMAR TORRESAO, N. 45",CHARQUINHO
3330,"R PROF BENTO JESUS CARACA, N. 56",ALTO FAIA
3331,"LG TERREIRINHO, N. 17",PATRIMONIO DISPERSO
3332,"TRAVESSA TERREIRO STA CATARINA, N. 3",PATRIMONIO DISPERSO
3333,"ESCADINHAS SAUDE, N. 10",PATRIMONIO DISPERSO
3334,"R FERNANDO FARINHA, N. 20",PATRIMONIO DISPERSO
3335,"R PROF VEIGA BEIRAO, LT. 10",PATRIMONIO DISPERSO
3336,"TRAVESSA RECOLHIDAS, N. 20",PATRIMONIO DISPERSO
3337,"R MOURARIA, N. 22",PATRIMONIO DISPERSO
3338,"RUA PRAIA PEDROUCOS, N. 90 C",PATRIMONIO DISPERSO
3339,"R PROF MARIO CHICO, N. 7",TELHEIRAS SUL
3340,"R JOAO OUTEIRO, N. 60",PATRIMONIO DISPERSO
3341,"BO PADRE CRUZ - SALAO FESTAS, LT. -",PADRE CRUZ
3342,"R RIO COURA, LT. 41",PADRE CRUZ
3343,"TRAVESSA RECOLHIDAS, N. 22",PATRIMONIO DISPERSO
3344,"AV ESTADOS UNIDOS AMERICA, N. 39",PATRIMONIO DISPERSO
3345,"R ROSA, N. 149",PATRIMONIO DISPERSO
3346,"R VALE FORMOSO CIMA, N. 152",PATRIMONIO DISPERSO
3347,"TRAVESSA PIMENTEIRA, N. 8",PATRIMONIO DISPERSO
3348,"CALCADA AJUDA, N. 140",PATRIMONIO DISPERSO
3349,"AV INFANTE DOM HENRIQUE, N. 365",OLIVAIS VELHO
3350,"AV JOAO PAULO II, LT. 130",CONDADO
3351,"R RIO CORGO, LT. 7",PADRE CRUZ
3352,"R RIO AGUEDA, N. 5",PADRE CRUZ
3353,"TRAVESSA CABRAL, N. 29",PATRIMONIO DISPERSO
3354,"TRAVESSA CRUZ ANJOS, N. 22",PATRIMONIO DISPERSO
3355,"RUA CAMPOLIDE, N. 292",PATRIMONIO DISPERSO
3356,"AV REPUBLICA, N. 100",PATRIMONIO DISPERSO
3357,"TRAVESSA DORES, N. 7",PATRIMONIO DISPERSO
3358,"TRAVESSA NOVA SANTOS, N. 34",PATRIMONIO DISPERSO
3359,"R FERNANDO CABRAL, N. 3",ALTA LISBOA CENTRO
3360,"R ALIANCA OPERARIA, N. 28",PATRIMONIO DISPERSO
3361,"RUA ARCO CARVALHAO, N. 82 B",PATRIMONIO DISPERSO
3362,"R BARAO SABROSA, N. 103",PATRIMONIO DISPERSO
3363,"RUA MARVILA, N. 134",PATRIMONIO DISPERSO
3364,"CARACOL GRACA, N. 3",PATRIMONIO DISPERSO
3365,"RUA DOS CORDOEIROS A PEDROUCOS, N. 62",PATRIMONIO DISPERSO
3366,"RUA DOS PRAZERES , N. 49",PATRIMONIO DISPERSO
3367,"TRAVESSA TERREIRINHO, N. 9 A",PATRIMONIO DISPERSO
3368,"R PROF VEIGA BEIRAO, LT. 29",PATRIMONIO DISPERSO
3369,"LG MARQUES ANGEJA, N. 10",PATRIMONIO DISPERSO
3370,"TRAVESSA MEMORIA, N. 16",PATRIMONIO DISPERSO
3371,"R SAO MIGUEL, N.  16",PATRIMONIO DISPERSO
3372,"RUA DA GRACA, N.  69 ",PATRIMONIO DISPERSO
3373,"ALTO LONGO, N. 65 B",PATRIMONIO DISPERSO
3374,"R RIO GUADIANA, LT. 17",PADRE CRUZ
3375,"R SAO BENTO, N. 228",PATRIMONIO DISPERSO
3376,"AV MOUZINHO ALBUQUERQUE, N. 101",VALE SANTO ANTONIO
3377,"R SAO MIGUEL, N. 78",PATRIMONIO DISPERSO
3378,"RUA JUNQUEIRA, N. 247",PATRIMONIO DISPERSO
3379,"R RIO PAIVA, LT. 79",PADRE CRUZ
3380,"R RIO CEIRA, LT. 27",PADRE CRUZ
3381,"R AMERICO DURAO, N. 3",OLAIAS
3382,"R DAS AMOREIRAS, N. 91",PATRIMONIO DISPERSO
3383,"RUA SANTA BARBARA, N. 1- 5",PATRIMONIO DISPERSO
3384,"R MAGNOLIAS , N. 3",BOAVISTA
3385,"R MOURARIA, N. 90",PATRIMONIO DISPERSO
3386,"R NORBERTO ARAUJO, N. 16",PATRIMONIO DISPERSO
3387,"AV MOUZINHO ALBUQUERQUE, N. 97",VALE SANTO ANTONIO
3388,"AV MOUZINHO ALBUQUERQUE, N. 99",VALE SANTO ANTONIO
3389,"R BENTO GONCALVES, LT. 730",ARMADOR
3390,"R BENTO GONCALVES, LT. 727",ARMADOR
3391,"R RAINHA D CATARINA (ANTIGO LT. G), N. 2",BOAVISTA
3392,"R CAMPO OURIQUE, N. 37",PATRIMONIO DISPERSO
3393,"R FERNANDO MAURICIO, N. 34 A ",PATRIMONIO DISPERSO
3394,"PATIO CRUZ, N. 5",PATRIMONIO DISPERSO
3395,"ESTRADA TELHEIRAS, N. 159 M",TELHEIRAS SUL
3396,"EST POCO CHAO, N. 44",CHARQUINHO
3397,"BECO ACHADA , N. 2 - 2B",PATRIMONIO DISPERSO
3398,"LG MARQUES ANGEJA, N. 6",PATRIMONIO DISPERSO
3399,"R BENTO GONCALVES, LT. 726",ARMADOR
3400,"R BENTO GONCALVES, LT. 728",ARMADOR
3401,"R DO GARCIA, N. 14",BELA FLOR
3402,"AV REPUBLICA, N. 102",PATRIMONIO DISPERSO
3403,"R RECOLHIMENTO, N. 62",PATRIMONIO DISPERSO
3404,"LG MARQUES ANGEJA, N. 7",PATRIMONIO DISPERSO
3405,"CAMPO GRANDE, N. 6",PATRIMONIO DISPERSO
3406,"R AMERICO DURAO, N. 3A",OLAIAS
3407,"R BENTO GONCALVES, LT. 723",ARMADOR
3408,"AV VERGILIO FERREIRA, LT. 765",ARMADOR
3409,"R PROF BENTO JESUS CARACA, N. 60",ALTO FAIA
3410,"R PROF JOAO BARREIRA, N. 10",ALTO FAIA
3411,"R LUMIAR, N. 73",PATRIMONIO DISPERSO
3412,"LG MARQUES ANGEJA, N. 4",PATRIMONIO DISPERSO
3413,"R PROF MARK ATHIAS, N. 7",TELHEIRAS SUL
3414,"R PROF PRADO COELHO, N. 29",TELHEIRAS NORTE
3415,"R AMERICO DURAO, N. 5A",OLAIAS
3416,"R AMERICO DURAO, N. 9",OLAIAS
3417,"RUA 2, LT. 4 - BL B",BOAVISTA
3418,"RUA 2, LT. 14 - BL B",BOAVISTA
3419,"AV VERGILIO FERREIRA, LT. 712",ARMADOR
3420,"AV FRANCOIS MITTERRAND, LT. 781",ARMADOR
3421,"R PROF PRADO COELHO, N. 34",TELHEIRAS NORTE
3422,"R RIO DOURO, LT. 2 BLOCO A",PADRE CRUZ
3423,"RUA 4, LT. 24 - BL B",BOAVISTA
3424,"RUA 4, LT. 25 - BL A",BOAVISTA
3425,"AV REPUBLICA, N. 4",PATRIMONIO DISPERSO
3426,"R HEIN SEMKE, N. 47",ALTA LISBOA CENTRO
3427,"R RECOLHIMENTO, N. 51",PATRIMONIO DISPERSO
3428,"TRAVESSA CONVENTO BERNARDAS, N. 10",PATRIMONIO DISPERSO
3429,"R RIO TEJO, N. 4",PADRE CRUZ
3430,"R RIO GUADIANA, N. 15",PADRE CRUZ
3431,"R C PROJ A R ROGERIO MOURA, N. 2",ALTA LISBOA CENTRO
3432,"R B PROJ A R ROGERIO MOURA, N. 5",ALTA LISBOA CENTRO
3433,"R B PROJ A R ROGERIO MOURA, N. 9",ALTA LISBOA CENTRO
3434,"R C PROJ A R ROGERIO MOURA, N. 10",ALTA LISBOA CENTRO
3435,"LARGO SANTOS NOVO , N. 14",PATRIMONIO DISPERSO
3436,"LG PAZ, N. 11",PATRIMONIO DISPERSO
3437,"VILA BELA VISTA, N. 5",PATRIMONIO DISPERSO
3438,"R NORBERTO ARAUJO, N. 18 A",PATRIMONIO DISPERSO
3439,"AV VERGILIO FERREIRA, LT. 731",ARMADOR
3440,"AV VERGILIO FERREIRA, LT. 734",ARMADOR
3441,"R C PROJ A R ROGERIO MOURA, N. 9",ALTA LISBOA CENTRO
3442,"R D PROJ A R ROGERIO MOURA, N. 1",ALTA LISBOA CENTRO
3443,"R E PROJ A R ROGERIO MOURA, N. 4",ALTA LISBOA CENTRO
3444,"R D PROJ A R ROGERIO MOURA, N. 9",ALTA LISBOA CENTRO
3445,"BO DA BOAVISTA RUA 1, SN",BOAVISTA
3446,"TRAVESSA MOINHO VENTO, N. 21",PATRIMONIO DISPERSO
3447,"R CASTICA, N. 175",PATRIMONIO DISPERSO
3448,"R FILIPE MATA, N. 144",PATRIMONIO DISPERSO
3449,"AV VERGILIO FERREIRA, LT. 718",ARMADOR
3450,"AV VERGILIO FERREIRA, LT. 719",ARMADOR
3451,"R E PROJ A R ROGERIO MOURA, N. 1",ALTA LISBOA CENTRO
3452,"R E PROJ A R ROGERIO MOURA, N. 3",ALTA LISBOA CENTRO
3453,"R NORBERTO ARAUJO, N. 3 B",PATRIMONIO DISPERSO
3454,"RUA SAO JOAO PRACA (BECO GUEDES 4), N. 6-8",PATRIMONIO DISPERSO
3455,"R E PROJ A R ROGERIO MOURA, N. 7",ALTA LISBOA CENTRO
3456,"TRAVESSA ALQUEIDAO, N. 2",PATRIMONIO DISPERSO
3457,"R AGOSTINHO LOURENCO, N. 341",PATRIMONIO DISPERSO
3458,"R PROJ A R SANCHES COELHO, N. 3",PATRIMONIO DISPERSO
3459,"R LOPES, N. 24",VALE SANTO ANTONIO
3460,"R SANCHES COELHO, N. 8",PATRIMONIO DISPERSO
3461,"R DO GARCIA, N. 26",BELA FLOR
3462,"R CINCO BAIRRO QUINTA JACINTO, N. 23",JACINTO
3463,"CALCADA SAO VICENTE, N. 63",PATRIMONIO DISPERSO
3464,"R CARLOS REIS, N. 34",REGO
3465,"AV FRANCOIS MITTERRAND, LT. 776",ARMADOR
3466,"R GILBERTO FREYRE, LT. 749",ARMADOR
3467,"R JOAO OUTEIRO, N. 20",PATRIMONIO DISPERSO
3468,"CALCADA BOA HORA, N. 220",PATRIMONIO DISPERSO
3469,"RUA SAO JOAO PRACA, N. 35",PATRIMONIO DISPERSO
3470,"R B PROJ A R ROGERIO MOURA, N. 2",ALTA LISBOA CENTRO
3471,"R DAS AMOREIRAS, N. 59",PATRIMONIO DISPERSO
3472,"R CRUZ VERMELHA, N. 12",PATRIMONIO DISPERSO
3473,"R GILBERTO FREYRE, LT. 753",ARMADOR
3474,"R GILBERTO FREYRE, LT. 754-A",ARMADOR
3475,"R ALQUEIDAO, N. 6",PATRIMONIO DISPERSO
3476,"TRAVESSA DA ILHA DO GRILO, N. 65-71",PATRIMONIO DISPERSO
3477,"R HEIN SEMKE, N. 45",ALTA LISBOA CENTRO
3478,"R C PROJ A R ROGERIO MOURA, N. 4",ALTA LISBOA CENTRO
3479,"CALCADA FORTE AMEIXOEIRA , N. 2",PATRIMONIO DISPERSO
3480,"RUA DAS BEATAS, N. 44 B",PATRIMONIO DISPERSO
3481,"R B PROJ A R ROGERIO MOURA, N. 11",ALTA LISBOA CENTRO
3482,"R C PROJ A R ROGERIO MOURA, N. 3",ALTA LISBOA CENTRO
3483,"RUA SAO PEDRO, N. 8",PATRIMONIO DISPERSO
3484,"RUA SANTA BARBARA, N. 17 -23",PATRIMONIO DISPERSO
3485,"R GILBERTO FREYRE, LT. 746",ARMADOR
3486,"R FREI JOAQUIM SANTA ROSA VITERBO, N. 10",TELHEIRAS SUL
3487,"R C PROJ A R ROGERIO MOURA, N. 5",ALTA LISBOA CENTRO
3488,"R D PROJ A R ROGERIO MOURA, N. 6",ALTA LISBOA CENTRO
3489,"R SAO PEDRO MARTIR, N. 43",PATRIMONIO DISPERSO
3490,"CALCADA SAO VICENTE , N. 61",PATRIMONIO DISPERSO
3491,"R D PROJ A R ROGERIO MOURA, N. 8",ALTA LISBOA CENTRO
3492,"R D PROJ A R ROGERIO MOURA, N. 10",ALTA LISBOA CENTRO
3493,"R LUMIAR, N. 7",PATRIMONIO DISPERSO
3494,"R LUMIAR, N. 3",PATRIMONIO DISPERSO
3495,"R FREI JOAQUIM SANTA ROSA VITERBO, N. 12",TELHEIRAS SUL
3496,"R FREI JOAQUIM SANTA ROSA VITERBO, N. 4",TELHEIRAS SUL
3497,"R NORBERTO ARAUJO, N. 15 A",PATRIMONIO DISPERSO
3498,"LG MARQUES ANGEJA, N. 5",PATRIMONIO DISPERSO
3499,"R C PROJ A R ROGERIO MOURA, N. 11",ALTA LISBOA CENTRO
3500,"R D PROJ A R ROGERIO MOURA, N. 12",ALTA LISBOA CENTRO
3501,"R FERREIRA DE CASTRO, LT. 347",FLAMENGA
3502,"R FERREIRA DE CASTRO, LT. 339",FLAMENGA
3503,"R E PROJ A R ROGERIO MOURA, N. 2",ALTA LISBOA CENTRO
3504,"R D PROJ A R ROGERIO MOURA, N. 5",ALTA LISBOA CENTRO
3505,"R JOAO PALMA FERREIRA, LT. 423",FLAMENGA
3506,"R FERREIRA DE CASTRO, LT. 388",FLAMENGA
3507,"RUA 1, LT. 4 - BL B",BOAVISTA
3508,"RUA 2, LT. 14 - BL A",BOAVISTA
3509,"R D PROJ A R ROGERIO MOURA, N. 7",ALTA LISBOA CENTRO
3510,"R D PROJ A R ROGERIO MOURA, N. 11",ALTA LISBOA CENTRO
3511,"RUA 3, LT. 13 - BL A",BOAVISTA
3512,"RUA 3, LT. 24 - BL A",BOAVISTA
3513,"R F PROJ A R ROGERIO MOURA, N. 2",ALTA LISBOA CENTRO
3514,"R F PROJ A R ROGERIO MOURA, N. 4",ALTA LISBOA CENTRO
3515,"AV AVELINO TEIXEIRA MOTA, LT. 319",FLAMENGA
3516,"R JOAO PALMA FERREIRA, LT. 397",FLAMENGA
3517,"RUA 3, LT. 25 - BL A",BOAVISTA
3518,"RUA 4, LT. 24 - BL A",BOAVISTA
3519,"R F PROJ A R ROGERIO MOURA, N. 10",ALTA LISBOA CENTRO
3520,"BECO JASMIM A RUA JOAO OUTEIRO, N. 11",PATRIMONIO DISPERSO
3521,"TRAVESSA MOINHO VENTO, N. 13",PATRIMONIO DISPERSO
3522,"R DAVID SOUSA 27, SN",PATRIMONIO DISPERSO
3523,"BECO JASMIM A RUA JOAO OUTEIRO, N. 13",PATRIMONIO DISPERSO
3524,"R SANCHES COELHO, N. 10",PATRIMONIO DISPERSO
3525,"R JOAO PALMA FERREIRA, LT. 403",FLAMENGA
3526,"AV AVELINO TEIXEIRA MOTA, LT. 325",FLAMENGA
3527,"R CASTELO BRANCO SARAIVA, N. 92",VALE SANTO ANTONIO
3528,"BAIRRO ALVITO, N. 49",PATRIMONIO DISPERSO
3529,"CALCADA SANTO ANDRE, N. 65",PATRIMONIO DISPERSO
3530,"AV ESTADOS UNIDOS AMERICA, N. 37",PATRIMONIO DISPERSO
3531,"R RIO TEJO, N. 2",PADRE CRUZ
3532,"TV CRUZ TOREL, N. 8",PATRIMONIO DISPERSO
3533,"R FABRICA TECIDOS LISBONENSES, N. 10",CARLOS BOTELHO
3534,"PATIO MARIA BERNARDINA CARVALHO, N. 1-12",PATRIMONIO DISPERSO
3535,"R RUI GRACIO, LT. 369-A",FLAMENGA
3536,"R FERREIRA DE CASTRO, LT. 392",FLAMENGA
3537,"BECO DO FOGUETEIRO , N.   PATIO 7",PATRIMONIO DISPERSO
3538,"RUA ACUCAR, N. 12",PATRIMONIO DISPERSO
3539,"R RUI GRACIO, LT. 369-B",FLAMENGA
3540,"R ANTONIO ALBINO MACHADO, N. 15",QUINTA BARROS
3541,"R PROJ A R SANCHES COELHO, N. 1",PATRIMONIO DISPERSO
3542,"R SAO PEDRO MARTIR, N. 45",PATRIMONIO DISPERSO
3543,"LG ALCACARIAS, N. 1 A",PATRIMONIO DISPERSO
3544,"R MARQUES PONTE LIMA, N. 4",PATRIMONIO DISPERSO
3545,"R ROSA, N. 243",PATRIMONIO DISPERSO
3546,"RUA CRUZ ALCANTARA, N. 2",PATRIMONIO DISPERSO
3547,"TRAVESSA FIANDEIRAS  N 4, SN",PATRIMONIO DISPERSO
3548,"R FERREIRA DE CASTRO, LT. 350",FLAMENGA
3549,"R FERREIRA DE CASTRO, LT. 332",FLAMENGA
3550,"RUA 1, LT. 4 - BL A",BOAVISTA
3551,"RUA 3, LT. 13 - BL B",BOAVISTA
3552,"R FERREIRA DE CASTRO, LT. 387",FLAMENGA
3553,"AV DR ARLINDO VICENTE, LT. 419",FLAMENGA
3554,"RUA 3, LT. 14 - BL B",BOAVISTA
3555,"RUA 3, LT. 14 - BL A",BOAVISTA
3556,"RUA 3, LT. 24 - BL B",BOAVISTA
3557,"R RIO GUADIANA, N. 13",PADRE CRUZ
3558,"R RICARDO ORNELAS, LT. 375",FLAMENGA
3559,"R FERREIRA DE CASTRO, LT. 348",FLAMENGA
3560,"AV DR ARLINDO VICENTE, LT. 409",FLAMENGA
3561,"AV AVELINO TEIXEIRA MOTA, LT. 315",FLAMENGA
3562,"AV DR ARLINDO VICENTE, LT. 410",FLAMENGA
3563,"R FERREIRA DE CASTRO, LT. 353",FLAMENGA
3564,"AV BRASIL, N. 106",PATRIMONIO DISPERSO
3565,"R RICARDO ORNELAS, LT. 380",FLAMENGA
3566,"R FERREIRA DE CASTRO, LT. 342",FLAMENGA
3567,"R FERREIRA DE CASTRO, LT. 345",FLAMENGA
3568,"AV AVELINO TEIXEIRA MOTA, LT. 314",FLAMENGA
